name,prompt,negative_prompt
None,,
1,"{{illustration}},{{{masterpiece}}},{{best quality}},{high resolution}, hignity 8k wallpaper,detailed background,{highres},((1 girl)),(((an extremely delicate and beautiful girl))),(beautiful detailed face),(beautiful detailed eyes),green eyes,(glowing eyes),{long hair},hair ornamen,((big breasts)),((upper body)),cat ears,soaked,(((clothes made of feathers))),clothes made of leaves, clothes made of flowers,gloves,(((touch the cat))),(((touch the cat))), (((touch the cat))),(((touch the cat))),(((touch the cat))),(((touch the cat))),sunlight, (detailed light),lighting,colorful,(waterfall),forest,fairylandmist encircles the mountains,flowers,(((the detailed castle))),beautiful detailed sky,(painting),(sketch),(bloom),(shine), , Arkhip Kuindzhi, Aldus Manutius, Thomas Moran","nsfw, {Multiple people},lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, username,blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,missing legs,extra digit "
